Componente1,Componente2
1,0
0.9999802608561371,0.006283143965558951
0.9999210442038161,0.012566039883352607
0.999822352380809,0.018848439715408175
0.9996841892832999,0.02513009544333748
0.9995065603657316,0.03141075907812829
0.9992894726405892,0.03769018266993454
0.9990329346781247,0.0439681183178649
0.9987369566060175,0.050244318179769556
0.998401550108975,0.05651853448202453
0.9980267284282716,0.06279051952931337
0.9976125063612252,0.06906002571440578
0.9971589002606139,0.07532680552793272
0.9966659280340299,0.08159061156815756
0.9961336091431725,0.08785119655074317
0.99556196460308,0.09410831331851431
0.9949510169813002,0.1003617148512149
0.9943007903969989,0.10661115427525991
0.9936113105200084,0.11285638487348168
0.9928826045698137,0.11909716009486973
0.9921147013144779,0.12533323356430426
0.9913076310695066,0.1315643590922825
0.9904614256966512,0.13779029068463805
0.9895761186026509,0.14401078255225216
0.9886517447379141,0.15022558912075706
0.9876883405951378,0.15643446504023087
0.986685944207868,0.1626371651948836
0.985644595148998,0.16883344471273387
0.9845643345292053,0.17502305897527604
0.9834452049953297,0.18120576362713736
0.9822872507286887,0.1873813145857246
0.9810905174433341,0.19354946805086023
0.9798550523842469,0.19970998051440703
0.9785809043254721,0.20586260876988133
0.9772681235681935,0.21200710992205463
0.9759167619387474,0.21814324139654254
0.9745268727865771,0.22427076094938117
0.9730985109821265,0.23038942667659057
0.971631732914674,0.23649899702372468
0.9701265964901058,0.2425992307954074
0.9685831611286311,0.2486898871648548
0.9670014877624351,0.2547707256833821
0.9653816388332739,0.26084150628989694
0.9637236782900097,0.26690198932037557
0.9620276715860859,0.27295193551732516
0.9602936856769431,0.2789911060392293
0.9585217890173758,0.2850192624699761
0.9567120515588304,0.2910361668282718
0.954864544746643,0.2970415815770349
0.9529793415172189,0.30303526963277394
0.946879814031355,0.31401540077111756
0.9407427404626976,0.3249833324476451
0.9345681982033487,0.33593882899572
0.9283562661246108,0.34688165523962305
0.922107024573872,0.3578115765038374
0.9158205553714343,0.36872835862231235
0.9094969418072844,0.37963176794770814
0.9031362686378042,0.39052157136062016
0.9050920266100223,0.39140072348644184
0.9070108988754197,0.39226580508156655
0.9088929745692589,0.3931165846655287
0.9107383442794672,0.39395283132248105
0.9125471000430625,0.3947743147103115
0.9143193353425177,0.39558080506973686
0.9160551451020719,0.3963720732333726
0.9177546256839811,0.39714789063478056
0.9152411726209175,0.40290643571366264
0.9126915874035028,0.40864907473634904
0.9101059706849957,0.41437558099328414
0.9074844245411169,0.42008572841180625
0.9048270524660196,0.42577929156507266
0.9021339593682028,0.43145604568095897
0.8994052515663711,0.4371157666509329
0.8966410367852359,0.4427582310389015
0.8938414241512638,0.44838321609003223
0.8910065241883679,0.45399049973954675
0.8881364488135446,0.4595798606214878
0.8852313113324553,0.4651510780774583
0.8822912264349533,0.4707039321653325
0.8793163101905562,0.4762382036679391
0.8763066800438636,0.4817536741017153
0.8732624548099202,0.4872501257253323
0.8701837546695257,0.4927273415482915
0.86707070116449,0.4981851053394909
0.8639234171928353,0.5036232016357608
0.8607420270039436,0.5090414157503713
0.8575266561936522,0.5144395337815064
0.8542774316992952,0.5198173426207094
